activity_id,title,description,status,start_date,end_date,spent_time,expected_time 
422,Dua!,"Tum ille: His igitur ita positis, inquit, sequitur magna contentio, quam tractatam a Peripateticis mollius - est enim eorum consuetudo dicendi non satis acuta propter ignorationem dialecticae - Carneades tuus egregia quadam exercitatione in dialecticis summaque eloquentia rem in summum discrimen adduxit, propterea quod pugnare non destitit in omni ha?",FINISHED,2019-01-27,2019-01-28,553,480
423,Hae?,"Negat esse eam, inquit, propter seexpetendam. Aliud igitur esse censet gaudere, aliud non dolere. Etquidem, inquit, vehementer errat; nam, ut paulo ante docui, augendae voluptatis finis est doloris omnis amotio. Non dolere, inquam, istud quam vim habeat postea videro; aliam vero vimvoluptatis esse, aliam nihil dolendi, nisi valde pertinax fueris!",FINISHED,2019-01-28,2019-01-29,501,480
424,Qui?,"Non prorsus, inquit, omnisque, quisine dolore sint, in voluptate, et ea quidem summa, esse dico. Ergoin eadem voluptate eum, qui alteri misceat mulsum ipse non sitiens, et eum, qui illud sitiens bibat? Tum ille: Finem, inquit, interrogandi, si videtur, quod quidem ego a principio ita me malledixeram hoc ipsum providens!",FINISHED,2019-01-29,2019-01-30,592,480
425,Quis!,"Aut haec tibi, Torquate, suntvituperanda aut patrocinium voluptatis repudiandum. quod autempatrocinium aut quae ista causa est voluptatis, quae nec testesullos e claris viris nec laudatores poterit adhibere? ut enim nosex annalium monimentis testes excitamus eos, quorum omnis vitaconsumpta est in laboribus gloriosis, qui voluptatis nomen audirenon possent, sic in vestri?",FINISHED,2019-01-30,2019-01-31,381,480
426,Ii?,"Quid paulo ante, inquit, dixerimnonne meministi, cum omnis dolor detractus esset, variari, nonaugeri voluptatem? Memini vero, inquam; sed tu istuc dixti beneLatine, parum plane. varietas enim Latinum verbum est, idqueproprie quidem in disparibus coloribus dicitur, sed transfertur inmulta disparia: varium poema, varia oratio, varii mores, variafortuna, voluptas etiam varia dic?",FINISHED,2019-01-31,2019-02-01,444,480
427,A!,"Sed ut omittam pericula, labores, dolorem etiam, quem optimus quisque pro patria et pro suis suscipit, ut non modo nullam captet, sed etiam praetereat omnes voluptates, dolores denique quosvis suscipere malit quam deserere ullam officii partem, ad ea, quae hoc non minus declarant, sed videntur leviora, veniamus. Quid tibi, Torquate?",FINISHED,2019-02-01,2019-02-02,480,480
428,Est.,"Itaque, Torquate, cum diceresclamare Epicurum non posse iucunde vivi, nisi honeste et sapienteret iuste viveretur, tu ipse mihi gloriari videbare. tanta visinerat in verbis propter earum rerum, quae significabantur hisverbis, dignitatem, ut altior fieres, ut interdum insisteres, utnos intuens quasi testificarere laudari honestatem et iustitiamaliquando ab Epicuro. quam te deceba?",FINISHED,2019-02-02,2019-02-03,379,480
429,Lice.,"Itaque, Torquate, cum diceresclamare Epicurum non posse iucunde vivi, nisi honeste et sapienteret iuste viveretur, tu ipse mihi gloriari videbare. tanta visinerat in verbis propter earum rerum, quae significabantur hisverbis, dignitatem, ut altior fieres, ut interdum insisteres, utnos intuens quasi testificarere laudari honestatem et iustitiamaliquando ab Epicuro. quam te deceba!",FINISHED,2019-02-03,2019-02-04,461,480
430,Ii?,"Sed possunt haec quadam ratione dici non modo non repugnantibus, verum etiam approbantibus nobis. sic enim ab Epicuro sapiens semper beatus inducitur: finitas habet cupiditates, neglegit mortem, de diis inmortalibus sine ullo metu vera sentit, non dubitat, si ita melius sit, migrare de vita. his rebus instructus semper est i?",FINISHED,2019-02-04,2019-02-05,375,480
431,I!,"Atque haec quidem de rerum nominibus. de ipsis rebus autem saepenumero, Brute, vereor ne reprehendar, cum haec ad te scribam, qui cum in philosophia, tum in optimo genere philosophiae tantum processeris. quod si facerem quasi te erudiens, iure reprehenderer. sed ab eo plurimum absum neque, ut ea cognoscas, quae tib.",FINISHED,2015-09-08,2015-09-12,1928,1920
432,U.,"Traditur. Restat locus huic disputationi vel maxime necessarius de amicitia, quam, si voluptas summum sit bonum, affirmatis nullam omnino fore. de qua Epicurus quidem ita dicit, omnium rerum, quas ad beate vivendum sapientia comparaverit, nihil esse maius amicitia, nihil uberius, nihil iucundius. nec vero hoc oratione solum, sed multo magi?",FINISHED,2015-09-12,2015-09-16,1906,1920
433,Ho!,"Id qui in una virtute ponunt et splendore nominis capti quid natura postulet non intellegunt, errore maximo, si Epicurum audire voluerint, liberabuntur: istae enim vestrae eximiae pulchraeque virtutes nisi voluptatem efficerent, quis eas aut laudabilis aut expetendas arbitraretur? ut enim medicorum scientiam non ipsius artis, sed bonae valetudinis causa probamus!",FINISHED,2015-09-16,2015-09-20,1933,1920
434,Atqu?,"Ac ne plura complectar - suntenim innumerabilia - bene laudata virtus voluptatis aditusintercludat necesse est. quod iam a me expectare noli. tuteintrospice in mentem tuam ipse eamque omni cogitatione pertractanspercontare ipse te perpetuisne malis voluptatibus perfruens in ea, quam saepe usurpabas, tranquillitate degere omnem aetatem sinedolore, adsumpto etiam illo, quo.",FINISHED,2015-09-20,2015-09-24,1905,1920
435,Se.,"Restat locus huic disputationi vel maxime necessarius de amicitia, quam, si voluptas summum sit bonum, affirmatis nullam omnino fore. de qua Epicurus quidem ita dicit, omnium rerum, quas ad beate vivendum sapientia comparaverit, nihil esse maius amicitia, nihil uberius, nihil iucundius. nec vero hoc oratione solum, sed multo magis vit.",FINISHED,2015-09-24,2015-09-28,1988,1920
436,Omn.,"Videamus nunc, quam sint praeclare illa his, quae iam posui, consequentia. cum enim hoc sit extremum - sentis enim, credo, me iam diu, quod talow Graeci dicant, id dicere tum extremum, tum ultimum, tum summum; licebit etiam finem pro extremo aut ultimo dicere - cum igitur hoc sit extremum, congruente!",FINISHED,2015-09-28,2015-10-02,1819,1920
437,Eademqu.,"Partium corporis, alia videntur propter eorum usum a natura esse donata, ut manus, crura, pedes, ut ea, quae sunt intus in corpore, quorum utilitas quanta sit a medicis etiam disputatur, alia autem nullam ob utilitatem quasi ad quendam ornatum, ut cauda pavoni, plumae versicolores columbis, viris mammae atque barba. Hae.",FINISHED,2015-10-02,2015-10-06,1931,1920
438,Na.,"Haec, quae praeposita dicimus, partim sunt per se ipsa praeposita, partim quod aliquid efficiunt, partim utrumque, per se, ut quidam habitus oris et vultus, ut status, ut motus, in quibus sunt et praeponenda quaedam et reicienda; alia ob eam rem praeposita dicentur, quod ex se aliquid efficiant, ut pecunia, ali!",FINISHED,2015-10-06,2015-10-10,1944,1920
439,Amicitia.,"Heri, inquam, ludis commissis ex urbe profectus veni ad vesperum. causa autem fuit huc veniendi ut quosdam hinc libros promerem. et quidem, Cato, hanc totam copiam iam Lucullo nostro notam esse oportebit; nam his libris eum malo quam reliquo ornatu villae delectari. est enim mihi magnae curae - quamquam ho?",FINISHED,2015-10-10,2015-10-14,1946,1920
440,E!,"Eademque ratione ne temperantiam quidem propter se expetendam esse dicemus, sed quia pacem animis afferat et eos quasi concordia quadam placet ac leniat. temperantia est enim, quae in rebus aut expetendis aut fugiendis ut rationem sequamur monet. nec enim satis est iudicare quid faciendum non faciendumve sit, sed stare etia!",FINISHED,2015-10-14,2015-10-18,1962,1920
441,S.,"Quae quod Aristoni et Pyrrhoniomnino visa sunt pro nihilo, ut inter optime valere et gravissimeaegrotare nihil prorsus dicerent interesse, recte iam pridem contraeos desitum est disputari. dum enim in una virtute sic omnia essevoluerunt, ut eam rerum selectione expoliarent nec ei quicquam, autunde oriretur, darent, aut ubi niteretur, virtutem ipsam?",FINISHED,2015-10-18,2015-10-22,1951,1920
442,No!,"Restat locus huic disputationi vel maxime necessarius de amicitia, quam, si voluptas summum sit bonum, affirmatis nullam omnino fore. de qua Epicurus quidem ita dicit, omnium rerum, quas ad beate vivendum sapientia comparaverit, nihil esse maius amicitia, nihil uberius, nihil iucundius. nec vero hoc oratione solum, sed multo magis vit.",FINISHED,2015-10-22,2015-10-26,1974,1920
443,U!,"Sed ut omittam pericula, labores, dolorem etiam, quem optimus quisque pro patria et pro suis suscipit, ut non modo nullam captet, sed etiam praetereat omnes voluptates, dolores denique quosvis suscipere malit quam deserere ullam officii partem, ad ea, quae hoc non minus declarant, sed videntur leviora, veniamus. Quid tibi, Torquate.",FINISHED,2015-10-26,2015-10-30,1848,1920
444,U!,"Sed iam sentio me esse longius provectum, quam proposita ratio postularet. verum admirabilis compositio disciplinae incredibilisque rerum me traxit ordo; quem, per deos inmortales! nonne miraris? quid enim aut in natura, qua nihil est aptius, nihil descriptius, aut in operibus manu factis tam compositum tamque compactum et coagmentatum inveniri potest?",FINISHED,2015-10-30,2015-11-03,1912,1920
445,Confirma!,"Atque haec quidem de rerum nominibus. de ipsis rebus autem saepenumero, Brute, vereor ne reprehendar, cum haec ad te scribam, qui cum in philosophia, tum in optimo genere philosophiae tantum processeris. quod si facerem quasi te erudiens, iure reprehenderer. sed ab eo plurimum absum neque, ut ea cognoscas, quae tib?",FINISHED,2015-11-03,2015-11-07,1892,1920
446,Habe.,"Ut enim obscuratur et offunditur luce solis lumen lucernae, et ut interit magnitudine maris Aegaei stilla mellis, et ut in divitiis Croesi teruncii accessio et gradus unus in ea via, quae est hinc in Indiam, sic, cum sit is bonorum finis, quem Stoici dicunt, omnis ista rerum corporearum aestimatio splendor?",FINISHED,2015-11-07,2015-11-11,1805,1920
447,Heri.,"Stuprata per vim Lucretia a regisfilio testata civis se ipsa interemit. hic dolor populi Romani duceet auctore Bruto causa civitati libertatis fuit, ob eiusquemulieris memoriam primo anno et vir et pater eius consul estfactus. tenuis Lucius Verginius unusque de multis sexagesimo annopost libertatem receptam virginem filiam sua manu occidit potius.",FINISHED,2015-11-11,2015-11-15,1911,1920
448,Qu!,"Ne tu, inquam, Cato, verbis illustribus et id, quod vis, declarantibus! itaque mihi videris Latine docere philosophiam et ei quasi civitatem dare. quae quidem adhuc peregrinari Romae videbatur nec offerre sese nostris sermonibus, et ista maxime propter limatam quandam et rerum et verborum tenuitatem. scio enim esse quosdam, qui quavi!",FINISHED,2015-11-15,2015-11-19,1938,1920
449,A?,"A primo, ut opinor, animantiumortu petitur origo summi boni. 'Simul atque natum animal est, gaudet voluptate et eam appetit ut bonum, aspernatur dolorem utmalum.' De malis autem et bonis ab iis animalibus, quae nondumdepravata sint, ait optime iudicari. haec et tu ita posuisti, etverba vestra sunt. quam multa vitiosa! summu!",FINISHED,2015-11-19,2015-11-23,1997,1920
450,U!,"Hanc ego cum teneam sententiam, quid est cur verear, ne ad eam non possim accommodare Torquatos nostros? quos tu paulo ante cum memoriter, tum etiam erga nos amice et benivole collegisti, nec me tamen laudandis maioribus meis corrupisti nec segniorem ad respondendum reddidisti. quorum facta quem ad modum, quaeso, interpretaris?",FINISHED,2015-11-23,2015-11-27,1914,1920
451,Qua!,"Tribus igitur modis video esse a nostris de amicitia disputatum. alii cum eas voluptates, quae ad amicos pertinerent, negarent esse per se ipsas tam expetendas, quam nostras expeteremus, quo loco videtur quibusdam stabilitas amicitiae vacillare, tuentur tamen eum locum seque facile, ut mihi videtur, expediunt. ut enim virtutes, de quibu!",FINISHED,2015-11-27,2015-12-01,2003,1920
452,Se?,"Ut vero conservetur omnis homini erga hominem societas, coniunctio, caritas, et emolumenta et detrimenta, quae et appellant, communia esse voluerunt; quorum altera prosunt, nocent altera. neque solum ea communia, verum etiam paria esse dixerunt. incommoda autem et commoda - ita enim et appello - communia esse voluerunt, paria noluerunt. ill?",FINISHED,2015-12-01,2015-12-05,1924,1920
453,Vario?,"Quodsi corporis gravioribus morbis vitae iucunditas impeditur, quanto magis animi morbis impediri necesse est! animi autem morbi sunt cupiditates inmensae et inanes divitiarum, gloriae, dominationis, libidinosarum etiam voluptatum. accedunt aegritudines, molestiae, maerores, qui exedunt animos conficiuntque curis hominum non intellegentium nihil dolendum esse animo, quod sit a dolore corporis praesent?",FINISHED,2015-12-05,2015-12-09,1949,1920
454,Ne.,"Posuisti etiam dicere alios foedusquoddam inter se facere sapientis, ut, quem ad modum sint in seipsos animati, eodem modo sint erga amicos; id et fieri posse etsaepe esse factum et ad voluptates percipiendas maxime pertinere.hoc foedus facere si potuerunt, faciant etiam illud, ut aequitatem, modestiam, virtutes omnes per se ipsa.",FINISHED,2015-12-09,2015-12-13,1828,1920
455,Prave?,"Hanc ego cum teneam sententiam, quid est cur verear, ne ad eam non possim accommodare Torquatos nostros? quos tu paulo ante cum memoriter, tum etiam erga nos amice et benivole collegisti, nec me tamen laudandis maioribus meis corrupisti nec segniorem ad respondendum reddidisti. quorum facta quem ad modum, quaeso, interpretaris?",FINISHED,2015-12-13,2015-12-17,1889,1920
456,A!,"Sed vobis voluptatumperceptarum recordatio vitam beatam facit, et quidem corporeperceptarum. nam si quae sunt aliae, falsum est omnis animivoluptates esse e corporis societate. corporis autem voluptas sietiam praeterita delectat, non intellego, cur AristotelesSardanapalli epigramma tantopere derideat, in quo ille rex Syriaeglorietur se omnis secum libidinum voluptates abstulisse. Quod enimne vivu?",FINISHED,2015-12-17,2015-12-21,1837,1920
457,I.,"Ad easque virtutes, de quibus disputatum est, dialecticam etiam adiungunt et physicam, easque ambas virtutum nomine appellant, alteram, quod habeat rationem, ne cui falso adsentiamur neve umquam captiosa probabilitate fallamur, eaque, quae de bonis et malis didicerimus, ut tenere tuerique possimus. nam sine hac arte quemvis arbitrantur a vero abduc.",FINISHED,2015-12-21,2015-12-25,2013,1920
458,Se.,"Quae adhuc, Cato, a te dicta sunt, eadem, inquam, dicere posses, si sequerere Pyrrhonem aut Aristonem. nec enim ignoras his istud honestum non summum modo, sed etiam, ut tu vis, solum bonum videri. quod si ita est, sequitur id ipsum, quod te velle video, omnes semper beatos esse sapientes. hosn!",FINISHED,2015-12-25,2015-12-29,1952,1920
459,U?,"Quae adhuc, Cato, a te dicta sunt, eadem, inquam, dicere posses, si sequerere Pyrrhonem aut Aristonem. nec enim ignoras his istud honestum non summum modo, sed etiam, ut tu vis, solum bonum videri. quod si ita est, sequitur id ipsum, quod te velle video, omnes semper beatos esse sapientes. hosn?",FINISHED,2015-12-29,2016-01-02,2031,1920
460,Han!,"Extremum autem esse bonorum voluptatem ex hoc facillime perspici potest: Constituamus aliquem magnis, multis, perpetuis fruentem et animo et corpore voluptatibus nullo dolore nec impediente nec inpendente, quem tandem hoc statu praestabiliorem aut magis expetendum possimus dicere? inesse enim necesse est in eo, qui ita sit affectus, et firmitatem anim?",FINISHED,2016-01-02,2016-01-06,1940,1920
